4-Chloromercuribenzenesulfonate;D01.632.750.740.220;
Fluorescent Antibody Technique;E05.478.594.430.375;E01.370.225.750.551.512.240
Fluorescent Antibody Technique;;E05.200.500.607.512.240
Fluorescent Antibody Technique;;E05.478.412
Fluorescent Antibody Technique;;E05.478.583.375
Fluorescent Antibody Technique, Direct;E01.450.495.435.375.300;E01.370.225.500.607.512.240.300
Fluorescent Antibody Technique, Direct;E05.478.594.430.375.300;E01.370.225.750.551.512.240.300
Fluorescent Antibody Technique, Direct;;E05.200.500.607.512.240.300
Fluorescent Antibody Technique, Direct;;E05.478.412.300
Fluorescent Antibody Technique, Direct;;E05.478.583.375.300
Fluorescent Antibody Technique, Indirect;E01.450.495.435.375.310;E01.370.225.500.607.512.240.310
Fluorescent Antibody Technique, Indirect;E05.478.594.430.375.310;E01.370.225.750.551.512.240.310
Fluorescent Antibody Technique, Indirect;;E05.200.500.607.512.240.310
Fluorescent Antibody Technique, Indirect;;E05.478.412.310
Fluorescent Antibody Technique, Indirect;;E05.478.583.375.310
Fluorescent Treponemal Antibody-Absorption Test;E01.450.495.735.850.200;E01.370.225.812.735.850.200
Fluorescent Treponemal Antibody-Absorption Test;;E05.200.812.735.850.200
Fluoroimmunoassay;E01.450.495.435.375.341;E05.478.412.341
Fluoroimmunoassay;E05.478.594.430.375.341;E05.478.566.159
fms-Like Tyrosine Kinase 3;;D23.101.100.110.284
Food Irradiation;J01.576.423.850.700.400;J01.576.423.850.700.700.500
Freeze Drying;E01.450.865.366.156.260;E01.370.225.500.620.760.160.260
Freeze Drying;;E01.370.225.750.600.760.160.260
Freeze Drying;;E02.792.156.260
Freeze Etching;;E01.370.225.500.620.620.260.400
Freeze Etching;;E01.370.225.750.600.620.260.400
Freeze Fracturing;;E01.370.225.500.620.620.260
Freeze Fracturing;;E01.370.225.750.600.620.260
Freeze Substitution;E01.450.865.366.156.260.270;E01.370.225.500.620.760.160.260.270
Freeze Substitution;;E01.370.225.750.600.760.160.260.270
Freeze Substitution;;E02.792.156.260.270
Frizzled Receptors;D12.776.543.750.053;D12.776.543.750.100.017
Frizzled Receptors;;D12.776.543.750.962.500
Frozen Sections;;E01.370.225.500.620.530.160.260
Frozen Sections;;E01.370.225.750.600.530.160.260
Gadolinium DTPA;D01.632.400;
Gamma Rays;G01.201.875.750.400;G01.358.500.505.300
Gamma Rays;;G01.750.250.300
Gamma Rays;;G01.750.750.400
Gastric Acidity Determination;E01.450.150.300;E01.370.225.124.300
Gastric Acidity Determination;;E05.200.124.300
Gastrointestinal Stromal Tumors;C04.588.274.476.308;C04.557.450.565.370
Gene Conversion;G05.355.760.380;G05.355.760.615.475
Genetic Testing;E01.370.427;E01.370.225.562
Genetic Testing;;E05.200.562
Geologic Sediments;G01.311.500;G01.311.330
Giant Cells;A11.502;A11.500
Giant Cells, Foreign-Body;A11.502.376;A11.500.376
Giant Cells, Langhans;A11.502.380;A11.500.380
Glare;G01.201.875.770.578.333;
Glomerular Basement Membrane;A05.810.453.324.359.224;A05.810.453.324.359.372.400
Glossopharyngeal Nerve;;A08.800.050.050.337
Glossopharyngeal Nerve;;A08.800.050.600.387
Glossopharyngeal Nerve;;A08.800.800.060.337
Glucose Clamp Technique;E01.450.150.100.350;E01.370.225.124.100.350
Glucose Clamp Technique;;E05.200.124.100.350
Glucose Tolerance Test;E01.450.150.100.355;E01.370.225.124.100.355
Glucose Tolerance Test;;E05.200.124.100.355
Glue Proteins, Drosophila;D12.776.466.462.500;D12.776.092.500.462.500
Glycogen Synthase Kinase 3;;D05.500.117.875
Glycogen Synthase Kinase 3;;D12.776.476.081.875
Glycoprotein Hormones, alpha Subunit;D12.776.828.175;
Gold Sodium Thiomalate;D01.632.675.500;
Granulomatosis, Orofacial;;C07.465.353
Groin;A01.047.365;A01.923.047.365
H-2 Antigens;D23.050.301.500.400.350;D23.050.301.500.100.350
H-2 Antigens;D23.050.705.552.400.350;D23.050.301.500.400.199
H-2 Antigens;;D23.050.705.552.100.350
H-2 Antigens;;D23.050.705.552.410.199
Health Literacy;;L01.143.450.500
Hemadsorption Inhibition Tests;E01.450.495.735.360;E01.370.225.812.735.360
Hemadsorption Inhibition Tests;;E05.200.812.735.360
Hemagglutination Inhibition Tests;E01.450.495.735.370;E01.370.225.812.735.370
Hemagglutination Inhibition Tests;;E05.200.812.735.370
Hemagglutination Tests;E01.450.495.735.050.375;E01.370.225.812.735.050.375
Hemagglutination Tests;;E05.200.812.735.050.375
Hematocrit;E01.450.375.400;E01.370.225.625.400
Hematocrit;;E05.200.625.400
Hematologic Tests;E01.450.375;E01.370.225.625
Hematologic Tests;;E05.200.625
Hemoglobinometry;E01.450.375.410;E01.370.225.625.410
Hemoglobinometry;;E05.200.625.410
Hemolytic Plaque Technique;E01.450.495.375;E01.370.225.812.375
Hemolytic Plaque Technique;;E05.200.812.375
High-Energy Shock Waves;G01.201.875.770.400;G01.750.770.776.283
Histocompatibility Antigens Class I;D23.050.705.552.400;D12.776.395.550.489
Histocompatibility Antigens Class I;;D12.776.543.550.421
Histocompatibility Antigens Class I;;D23.050.301.500.100
Histocompatibility Antigens Class I;;D23.050.705.552.100
Histocompatibility Antigens Class II;D23.050.301.500.410;D12.776.395.550.509
Histocompatibility Antigens Class II;;D12.776.543.550.423
Histocompatibility Testing;E01.450.495.385;E01.370.225.812.385
Histocompatibility Testing;;E05.200.812.385
Histocytochemistry;;E01.370.225.500.607
Histocytochemistry;;E01.370.225.750.551
Histocytological Preparation Techniques;;E01.370.225.500.620
Histocytological Preparation Techniques;;E01.370.225.750.600
Histological Techniques;;E01.370.225.750
HLA-A Antigens;D23.050.301.500.400.370;D12.776.395.550.489.400
HLA-A Antigens;D23.050.705.552.400.370;D12.776.543.550.421.400
HLA-A Antigens;;D23.050.301.500.100.400
HLA-A Antigens;;D23.050.705.552.100.400
HLA-A1 Antigen;D23.050.301.500.400.370.372;D12.776.395.550.489.400.010
HLA-A1 Antigen;D23.050.301.500.450.370.372;D12.776.543.550.421.400.010
HLA-A1 Antigen;D23.050.705.552.400.370.372;D23.050.301.500.100.400.010
HLA-A1 Antigen;;D23.050.301.500.450.370.010
HLA-A1 Antigen;;D23.050.705.552.100.400.010
HLA-A2 Antigen;D23.050.301.500.400.370.374;D12.776.395.550.489.400.020
HLA-A2 Antigen;D23.050.301.500.450.370.374;D12.776.543.550.421.400.020
HLA-A2 Antigen;D23.050.705.552.400.370.374;D23.050.301.500.100.400.020
HLA-A2 Antigen;;D23.050.301.500.450.370.020
HLA-A2 Antigen;;D23.050.705.552.100.400.020
HLA-A3 Antigen;D23.050.301.500.400.370.376;D12.776.395.550.489.400.030
HLA-A3 Antigen;D23.050.301.500.450.370.376;D12.776.543.550.421.400.030
HLA-A3 Antigen;D23.050.705.552.400.370.376;D23.050.301.500.100.400.030
HLA-A3 Antigen;;D23.050.301.500.450.370.030
HLA-A3 Antigen;;D23.050.705.552.100.400.030
HLA-B Antigens;D23.050.301.500.400.380;D12.776.395.550.489.500
HLA-B Antigens;D23.050.705.552.400.380;D12.776.543.550.421.500
HLA-B Antigens;;D23.050.301.500.100.500
HLA-B Antigens;;D23.050.705.552.100.500
HLA-B27 Antigen;D23.050.301.500.400.380.387;D12.776.395.550.489.500.270
HLA-B27 Antigen;D23.050.301.500.450.380.387;D12.776.543.550.421.500.270
HLA-B27 Antigen;D23.050.705.552.400.380.387;D23.050.301.500.100.500.270
HLA-B27 Antigen;D23.050.705.552.450.380.387;D23.050.301.500.450.380.270
HLA-B27 Antigen;;D23.050.705.552.100.500.270
HLA-B27 Antigen;;D23.050.705.552.450.380.270
HLA-B35 Antigen;D23.050.301.500.400.380.388;D12.776.395.550.489.500.350
HLA-B35 Antigen;D23.050.301.500.450.380.388;D12.776.543.550.421.500.350
HLA-B35 Antigen;D23.050.705.552.400.380.388;D23.050.301.500.100.500.350
HLA-B35 Antigen;D23.050.705.552.450.380.388;D23.050.301.500.450.380.350
HLA-B35 Antigen;;D23.050.705.552.100.500.350
HLA-B35 Antigen;;D23.050.705.552.450.380.350
HLA-B7 Antigen;D23.050.301.500.400.380.383;D12.776.395.550.489.500.070
HLA-B7 Antigen;D23.050.301.500.450.380.383;D12.776.543.550.421.500.070
HLA-B7 Antigen;D23.050.705.552.400.380.383;D23.050.301.500.100.500.070
HLA-B7 Antigen;D23.050.705.552.450.380.383;D23.050.301.500.450.380.070
HLA-B7 Antigen;;D23.050.705.552.100.500.070
HLA-B7 Antigen;;D23.050.705.552.450.380.070
HLA-B8 Antigen;D23.050.301.500.400.380.385;D12.776.395.550.489.500.080
HLA-B8 Antigen;D23.050.301.500.450.380.385;D12.776.543.550.421.500.080
HLA-B8 Antigen;D23.050.705.552.400.380.385;D23.050.301.500.100.500.080
HLA-B8 Antigen;D23.050.705.552.450.380.385;D23.050.301.500.450.380.080
HLA-B8 Antigen;;D23.050.705.552.100.500.080
HLA-B8 Antigen;;D23.050.705.552.450.380.080
HLA-C Antigens;D23.050.301.500.400.390;D12.776.395.550.489.600
HLA-C Antigens;D23.050.705.552.400.390;D12.776.543.550.421.600
HLA-C Antigens;;D23.050.301.500.100.600
HLA-C Antigens;;D23.050.705.552.100.600
HLA-D Antigens;D23.050.301.500.410.400;D12.776.395.550.509.400
HLA-D Antigens;;D12.776.543.550.423.400
HLA-D Antigens;;D23.050.301.500.400.400
HLA-DP Antigens;D23.050.301.500.410.400.420;D12.776.395.550.509.400.420
HLA-DP Antigens;;D12.776.543.550.423.400.420
HLA-DP Antigens;;D23.050.301.500.400.400.420
HLA-DQ Antigens;D23.050.301.500.410.400.430;D12.776.395.550.509.400.430
HLA-DQ Antigens;;D12.776.543.550.423.400.430
HLA-DQ Antigens;;D23.050.301.500.400.400.430
HLA-DR Antigens;D23.050.301.500.410.400.440;D12.776.395.550.509.400.440
HLA-DR Antigens;;D12.776.543.550.423.400.440
HLA-DR Antigens;;D23.050.301.500.400.400.440
HLA-DR1 Antigen;D23.050.301.500.410.400.440.445;D12.776.395.550.509.400.440.400.010
HLA-DR1 Antigen;D23.050.301.500.450.400.440.445;D12.776.543.550.423.400.440.400.010
HLA-DR1 Antigen;D23.050.705.552.410.400.440.445;D23.050.301.500.400.400.440.400.010
HLA-DR1 Antigen;D23.050.705.552.450.400.440.445;D23.050.301.500.450.400.440.389.500
HLA-DR1 Antigen;;D23.050.705.552.410.400.440.389.010
HLA-DR1 Antigen;;D23.050.705.552.450.400.440.389.500
HLA-DR2 Antigen;D23.050.301.500.410.400.440.450;D12.776.395.550.509.400.440.400.020
HLA-DR2 Antigen;D23.050.301.500.450.400.440.450;D12.776.543.550.423.400.440.400.020
HLA-DR2 Antigen;D23.050.705.552.410.400.440.450;D23.050.301.500.400.400.440.400.020
HLA-DR2 Antigen;D23.050.705.552.450.400.440.450;D23.050.301.500.450.400.440.389.750
HLA-DR2 Antigen;;D23.050.705.552.410.400.440.389.020
HLA-DR2 Antigen;;D23.050.705.552.450.400.440.389.750
HLA-DR3 Antigen;D23.050.301.500.410.400.440.455;D12.776.395.550.509.400.440.400.030
HLA-DR3 Antigen;D23.050.301.500.450.400.440.455;D12.776.543.550.423.400.440.400.030
HLA-DR3 Antigen;D23.050.705.552.410.400.440.455;D23.050.301.500.400.400.440.400.030
HLA-DR3 Antigen;D23.050.705.552.450.400.440.455;D23.050.301.500.450.400.440.389.875
HLA-DR3 Antigen;;D23.050.705.552.410.400.440.389.030
HLA-DR3 Antigen;;D23.050.705.552.450.400.440.389.875
HLA-DR4 Antigen;D23.050.301.500.410.400.440.460;D12.776.395.550.509.400.440.400.040
HLA-DR4 Antigen;D23.050.301.500.450.400.440.460;D12.776.543.550.423.400.440.400.040
HLA-DR4 Antigen;D23.050.705.552.410.400.440.460;D23.050.301.500.400.400.440.400.040
HLA-DR4 Antigen;D23.050.705.552.450.400.440.460;D23.050.301.500.450.400.440.389.937
HLA-DR4 Antigen;;D23.050.705.552.410.400.440.389.040
HLA-DR4 Antigen;;D23.050.705.552.450.400.440.389.937
HLA-DR5 Antigen;D23.050.301.500.410.400.440.465;D12.776.395.550.509.400.440.400.050
HLA-DR5 Antigen;D23.050.301.500.450.400.440.465;D12.776.543.550.423.400.440.400.050
HLA-DR5 Antigen;D23.050.705.552.410.400.440.465;D23.050.301.500.400.400.440.400.050
HLA-DR5 Antigen;D23.050.705.552.450.400.440.465;D23.050.301.500.450.400.440.389.968
HLA-DR5 Antigen;;D23.050.705.552.410.400.440.389.050
HLA-DR5 Antigen;;D23.050.705.552.450.400.440.389.968
HLA-DR6 Antigen;D23.050.301.500.410.400.440.470;D12.776.395.550.509.400.440.400.060
HLA-DR6 Antigen;D23.050.301.500.450.400.440.470;D12.776.543.550.423.400.440.400.060
HLA-DR6 Antigen;D23.050.705.552.410.400.440.470;D23.050.301.500.400.400.440.400.060
HLA-DR6 Antigen;D23.050.705.552.450.400.440.470;D23.050.301.500.450.400.440.389.984
HLA-DR6 Antigen;;D23.050.705.552.410.400.440.389.060
HLA-DR6 Antigen;;D23.050.705.552.450.400.440.389.984
HLA-DR7 Antigen;D23.050.301.500.410.400.440.475;D12.776.395.550.509.400.440.400.070
HLA-DR7 Antigen;D23.050.301.500.450.400.440.475;D12.776.543.550.423.400.440.400.070
HLA-DR7 Antigen;D23.050.705.552.410.400.440.475;D23.050.301.500.400.400.440.400.070
HLA-DR7 Antigen;D23.050.705.552.450.400.440.475;D23.050.301.500.450.400.440.389.992
HLA-DR7 Antigen;;D23.050.705.552.410.400.440.389.070
HLA-DR7 Antigen;;D23.050.705.552.450.400.440.389.992
Holoprosencephaly;C10.500.410;C10.500.034.875
Holoprosencephaly;;C16.131.666.034.875
Hot Springs;G01.311.370;G01.311.355.750.500
Hot Springs;G16.500.275.370;G16.500.275.325.500
Hot Springs;N06.230.282;N06.230.273.500
Hydroxymercuribenzoates;D01.632.750.740.644.450;
Hypnotics and Sedatives;D27.505.954.427.325;
Image Cytometry;;E01.370.225.500.386.400
Image Cytometry;;E05.242.386.400
Immune Adherence Reaction;E01.450.495.400;E01.370.225.812.400
Immune Adherence Reaction;;E05.200.812.400
Immunoassay;E01.450.495.410;E05.478.566
Immunoassay;E05.478.594.410;
Immunoblotting;E01.450.495.410.320;E05.478.566.320
Immunoblotting;E05.478.594.410.320;
Immunodiffusion;E01.450.495.735.645.350;E01.370.225.812.735.645.350
Immunodiffusion;;E05.200.812.735.645.350
Immunoelectrophoresis;E01.450.495.735.645.350.350;E01.370.225.812.735.645.350.350
Immunoelectrophoresis;;E05.200.812.735.645.350.350
Immunoelectrophoresis, Two-Dimensional;E01.450.495.735.645.350.350.350;E01.370.225.812.735.645.350.350.350
Immunoelectrophoresis, Two-Dimensional;;E05.200.812.735.645.350.350.350
Immunoenzyme Techniques;E01.450.495.410.350;E05.478.566.350
Immunoenzyme Techniques;E01.450.495.435.400;E05.478.583.400
Immunoenzyme Techniques;E05.478.594.410.350;
Immunoenzyme Techniques;E05.478.594.430.400;
Immunoglobulin Idiotypes;;G02.111.570.060.425.580
Immunohistochemistry;E01.450.495.435;E01.370.225.500.607.512
Immunohistochemistry;E05.478.594.430;E01.370.225.750.551.512
Immunohistochemistry;;E05.478.583
Immunologic Tests;E01.450.495;E01.370.225.812
Immunologic Tests;;E05.200.812
Immunomagnetic Separation;E05.200.500.363.400;E02.095.437
Immunomagnetic Separation;;E05.242.363.441
Immunophenotyping;E01.450.495.447;E01.370.225.812.447
Immunophenotyping;;E05.200.812.447
Immunoradiometric Assay;E01.450.495.410.700.405;E05.478.566.639.405
Immunoradiometric Assay;E05.478.594.410.639.405;
Immunosorbent Techniques;E01.450.495.410.380;E05.478.566.380
Immunosorbent Techniques;E05.478.594.410.380;
In Situ Hybridization;;E01.370.225.500.620.670.325
In Situ Hybridization;;E01.370.225.750.600.670.325
In Situ Hybridization, Fluorescence;;E01.370.225.500.620.670.325.350
In Situ Hybridization, Fluorescence;;E01.370.225.750.600.670.325.350
Inappropriate Prescribing;;N02.421.450.500.249
Incandescence;G01.201.875.770.578.440;G01.358.500.505.650.440
Incandescence;;G01.750.250.650.440
Incandescence;;G01.750.770.578.440
Infrared Rays;G01.201.875.770.578.552;G01.358.500.505.650.552
Infrared Rays;;G01.750.250.650.552
Infrared Rays;;G01.750.770.578.552
Inguinal Canal;A01.047.412;A01.923.047.412
Insect Proteins;D12.776.466;D12.776.092.500
Instillation, Drug;;E02.319.267.641
Insulin;D06.472.699.587.740.625;D06.472.699.587.200.500.625
Insulin;D12.644.548.586.740.625;D12.644.548.586.200.500.625
Insulin, Long-Acting;D06.472.699.587.740.625.532;D06.472.699.587.200.300
Insulin, Long-Acting;D12.644.548.586.740.625.532;D12.644.548.586.200.300
Insulin, NPH;D06.472.699.587.740.625.408;D06.472.699.587.200.300.200
Insulin, NPH;D12.644.548.586.740.625.408;D12.644.548.586.200.300.200
Integrin alpha1;;D23.050.301.264.035.286
Integrin alpha1;;D23.101.100.110.286
Interferon-Stimulated Gene Factor 3;D12.776.476.024.387;D12.776.476.024.386
Interferon-Stimulated Gene Factor 3, alpha Subunit;D12.776.476.024.387.500;D12.776.476.024.386.500
Interferon-Stimulated Gene Factor 3, gamma Subunit;D12.776.476.024.387.750;D12.776.476.024.386.750
International Normalized Ratio;E01.450.375.115.320;E01.370.225.625.115.320
International Normalized Ratio;;E05.200.625.115.320
Intradermal Tests;E01.370.750.300;E01.370.225.812.871.300
Intradermal Tests;E01.450.495.750.300;E05.200.812.871.300
Intradermal Tests;E05.478.594.800.300;E05.478.594.890.300
Intubation;;E02.585
Intubation, Gastrointestinal;;E02.585.412
Intubation, Intratracheal;;E02.585.578
Iodocyanopindolol;;D02.033.100.624.698.699.420
Iodocyanopindolol;;D02.033.755.624.698.699.420
Iron Carbonyl Compounds;D01.632.550.500;
Iron Compounds;D01.632.550;
Iron, Dietary;D01.632.550.600;
Iron-Dextran Complex;D01.632.550.100.500;
Ivermectin;D04.345.349.330;
Ivermectin;D09.408.477.330;
Jervell-Lange Nielsen Syndrome;C23.550.073.547.440;
Jogging;G11.427.590.530.698.610.320;G11.427.590.530.698.277.750.320
Josamycin;D04.345.349.410;
Josamycin;D09.408.477.410;
Kangai-1 Protein;D12.776.395.550.465;D12.776.395.550.016
Kangai-1 Protein;D12.776.543.550.462;D12.776.543.550.182
Kangai-1 Protein;D12.776.624.776.482;D12.776.543.982.182
Kangai-1 Protein;D23.050.301.264.035.475;D12.776.624.776.052
Kangai-1 Protein;D23.101.100.110.475;D23.050.301.264.035.182
Kangai-1 Protein;;D23.101.100.110.182
Karyometry;E05.200.500.695;E01.370.225.500.384.617
Karyometry;;E05.200.500.384.467
Karyometry;;E05.242.384.467
Karyotyping;;E01.370.225.500.385.315
Karyotyping;;E05.200.500.385.315
Karyotyping;;E05.242.385.315
Ketolides;D04.345.349.250.445;
Ketolides;D09.408.477.250.445;
Kitasamycin;D04.345.349.440.450;
Kitasamycin;D09.408.477.440.450;
Kveim Test;E01.370.750.300.400;E01.370.225.812.871.300.540
Kveim Test;E01.450.495.750.300.540;E05.200.812.871.300.540
Kveim Test;E05.478.594.800.300.540;E05.478.594.890.300.540
Kyphoplasty;E02.718.750.500;E02.718.275.500.500
Kyphoplasty;E04.555.860.500;E04.555.165.500.500
Laboratory Personnel;;M01.526.502.500
Lactoferrin;D12.776.157.427.311;D08.811.277.656.300.760.471
Lactoferrin;D12.776.556.579.311;D08.811.277.656.959.350.471
Lactoferrin;;D12.776.157.427.750.249
Lactoferrin;;D12.776.556.579.750.249
Lactose Tolerance Test;E01.450.150.100.450;E01.370.225.124.100.450
Lactose Tolerance Test;;E05.200.124.100.450
Laryngeal Masks;;E02.585.578.475
Laser Coagulation;;E02.520.745.410
Laser Coagulation;;E04.350.750.410
Laser Scanning Cytometry;;E01.370.225.500.386.400.500
Laser Scanning Cytometry;;E05.242.386.400.500
Latex Fixation Tests;E01.450.495.735.050.450;E01.370.225.812.735.050.450
Latex Fixation Tests;;E05.200.812.735.050.450
LDL-Receptor Related Protein 1;;D23.050.301.264.035.502
LDL-Receptor Related Protein 1;;D23.101.100.110.498
Lecture Notes;V02.575.500;V02.607
Lesser Pelvis;A01.673.500;A01.923.600.500
Leucomycins;D04.345.349.440;
Leucomycins;D09.408.477.440;
Leukapheresis;E05.200.500.363.285.570;E05.242.363.285.570
Leukocyte Adherence Inhibition Test;E01.450.495.460;E01.370.225.812.460
Leukocyte Adherence Inhibition Test;;E05.200.812.460
Leukocyte Count;E01.450.375.107.595;E01.370.225.500.195.107.595
Leukocyte Count;;E01.370.225.625.107.595
Leukocyte Count;;E05.200.625.107.595
Leukocyte Count;;E05.242.195.107.595
Leukocyte Reduction Procedures;E05.200.500.363.540;E05.242.363.540
Levobunolol;;D02.033.100.624.698.512
Levobunolol;;D02.033.755.624.698.512
Light;G01.201.875.770.578;G01.358.500.505.650
Light;;G01.750.250.650
Light;;G01.750.770.578
Light Coagulation;;E02.520.745
Light Coagulation;;E04.350.750
Light-Harvesting Protein Complexes;D05.500.249;D05.500.562.488.490
Light-Harvesting Protein Complexes;D12.776.157.461;D12.776.183.750.750.490
Light-Harvesting Protein Complexes;D12.776.758.490;D12.776.543.983.500.490
Light-Harvesting Protein Complexes;;D12.776.765.199.750.750.490
Lim Kinases;;D12.776.512.124
Limulus Test;E01.450.150.470;E01.370.225.124.470
Limulus Test;;E01.370.225.875.150.570
Limulus Test;;E05.200.124.470
Lipodystrophy, Congenital Generalized;;C16.320.565.398.745
Lipodystrophy, Congenital Generalized;;C18.452.648.398.745
Lithotripsy;;E04.943.500
Lithotripsy, Laser;;E04.943.500.500
Local Lymph Node Assay;E01.370.750.450;E01.370.225.812.871.450
Local Lymph Node Assay;E01.450.495.750.450;E05.200.812.871.450
Local Lymph Node Assay;E05.478.594.800.450;E05.478.594.890.450
Low Back Pain;C10.597.617.152.400;C10.597.617.232.400
Lucensomycin;D04.345.349.450;
Lucensomycin;D09.408.477.450;
Luciferases, Bacterial;;D08.811.682.517.500
Luciferases, Firefly;;D08.811.682.517.750
Luciferases, Firefly;;D12.776.092.500.577
Luciferases, Renilla;;D08.811.682.517.875
Lumbosacral Region;A01.176.519;A01.923.176.519
Luminescence;G01.201.875.770.578.665;G01.358.500.505.650.665
Luminescence;;G01.750.250.650.665
Luminescence;;G01.750.770.578.665
Lymph;;A15.382.520.150
Lymphocyte Activation;E01.450.495.482;E01.370.225.812.482
Lymphocyte Activation;;E05.200.812.482
Lymphocyte Count;E01.450.375.107.595.500;E01.370.225.500.195.107.595.500
Lymphocyte Count;;E01.370.225.625.107.595.500
Lymphocyte Count;;E05.200.625.107.595.500
Lymphocyte Count;;E05.242.195.107.595.500
Lymphocyte Culture Test, Mixed;E01.450.495.385.475;E01.370.225.812.385.475
Lymphocyte Culture Test, Mixed;;E05.200.812.385.475
Macrolides;D04.345.349;D02.540.576.500
Macrolides;D09.408.477;D04.345.674.500
Magnetite Nanoparticles;;J01.637.507.500
Magnetocardiography;;E05.540.249
Magnetoencephalography;;E05.540.500
Maneb;D01.632.600;
Mastoiditis;;C01.539.160.495.500
Mastoiditis;;C05.116.165.495.249
Maytansine;D09.408.477.495;
Mediastinum;A01.911.800.500;A01.923.761.800.500
Melarsoprol;D01.632.088.500;
MELAS Syndrome;;C10.228.140.300.275.500
MELAS Syndrome;;C14.907.253.329.500
Mepartricin;D04.345.349.497;
Mepartricin;D09.408.477.497;
Merbromin;D01.632.750.575;
Mercuribenzoates;D01.632.750.740.644;
Mersalyl;D01.632.750.100.710;
Mesentery;A01.047.025.600.451;A01.923.047.025.600.451
Mesocolon;A01.047.025.600.451.535;A01.923.047.025.600.451.535
Mesophyll Cells;A11.590;A11.503
Metabolic Clearance Rate;E01.450.520;E01.370.225.843
Metabolic Clearance Rate;;E05.200.843
Methylmercury Compounds;D01.632.750.100.738;
Metipranolol;;D02.033.100.624.698.542
Metipranolol;;D02.033.755.624.698.542
Metoprolol;;D02.033.100.624.698.573
Metoprolol;;D02.033.755.624.698.573
Microbial Sensitivity Tests;;E01.370.225.875.595
Microbiological Techniques;;E01.370.225.875
Microdissection;E01.450.865.221.580;E01.370.225.500.620.520
Microdissection;;E01.370.225.750.600.520
Microdissection;;E01.370.225.998.221.580
Microdissection;;E05.200.998.221.580
Microfilaments;A11.284.430.214.190.750.510;A11.284.430.214.190.750.050
Microscopic Polyangiitis;;C10.228.140.300.275.600
Microscopic Polyangiitis;;C14.907.253.329.600
Microtomy;;E01.370.225.500.620.530
Microtomy;;E01.370.225.750.600.530
Microwaves;G01.201.875.770.721.500;G01.358.500.505.810.500
Microwaves;;G01.750.250.810.500
Microwaves;;G01.750.770.721.500
Mineral Waters;J02.200.806;D01.455.900.600
Mineral Waters;;D01.650.550.925.600
Miocamycin;D04.345.349.500;
Miocamycin;D09.408.477.500;
Mitochondrial ADP, ATP Translocases;;D12.776.543.585.475.500
Mitochondrial Proton-Translocating ATPases;;D12.776.543.585.475.625
Mitochondrial Proton-Translocating ATPases;;D12.776.575.750.625
Mitotic Index;;E01.370.225.500.385.500
Mitotic Index;;E05.242.385.500
Molecular Diagnostic Techniques;;E01.370.225.880
Molecular Typing;;E01.370.225.875.150.125.457
Monckeberg Medial Calcific Sclerosis;C14.907.137.126.834;C18.452.174.130.780.500
Monitoring, Immunologic;E01.450.495.505;E01.370.225.812.505
Monitoring, Immunologic;;E05.200.812.505
Multilocus Sequence Typing;;E01.370.225.875.150.125.457.500
Muscle Stretching Exercises;G11.427.590.237.249;G11.427.590.530.698.277.249
Mycobacteria, Atypical;B03.510.024.049.525.500.250;B03.510.024.049.525.500.720
Mycobacteria, Atypical;B03.510.460.400.410.552.552.250;B03.510.460.400.410.552.552.720
Mycobacterium avium Complex;B03.510.024.049.525.500.250.100;B03.510.024.049.525.500.720.100
Mycobacterium avium Complex;B03.510.460.400.410.552.552.250.100;B03.510.460.400.410.552.552.720.100
Mycobacterium chelonae;B03.510.024.049.525.500.250.225;B03.510.024.049.525.500.720.225
Mycobacterium chelonae;B03.510.460.400.410.552.552.250.225;B03.510.460.400.410.552.552.720.225
Mycobacterium fortuitum;B03.510.024.049.525.500.250.325;B03.510.024.049.525.500.720.325
Mycobacterium fortuitum;B03.510.460.400.410.552.552.250.325;B03.510.460.400.410.552.552.720.325
Mycobacterium kansasii;B03.510.024.049.525.500.250.400;B03.510.024.049.525.500.720.400
Mycobacterium kansasii;B03.510.460.400.410.552.552.250.400;B03.510.460.400.410.552.552.720.400
Mycobacterium marinum;B03.510.024.049.525.500.250.500;B03.510.024.049.525.500.720.500
Mycobacterium marinum;B03.510.460.400.410.552.552.250.500;B03.510.460.400.410.552.552.720.500
Mycobacterium scrofulaceum;B03.510.024.049.525.500.250.625;B03.510.024.049.525.500.720.625
Mycobacterium scrofulaceum;B03.510.460.400.410.552.552.250.625;B03.510.460.400.410.552.552.720.625
Mycobacterium smegmatis;B03.510.024.049.525.500.250.662;B03.510.024.049.525.500.720.662
Mycobacterium smegmatis;B03.510.460.400.410.552.552.250.662;B03.510.460.400.410.552.552.720.662
Mycobacterium ulcerans;B03.510.024.049.525.500.250.700;B03.510.024.049.525.500.720.700
Mycobacterium ulcerans;B03.510.460.400.410.552.552.250.700;B03.510.460.400.410.552.552.720.700
Mycobacterium xenopi;B03.510.024.049.525.500.250.950;B03.510.024.049.525.500.720.950
Mycobacterium xenopi;B03.510.460.400.410.552.552.250.950;B03.510.460.400.410.552.552.720.950
Mycological Typing Techniques;;E01.370.225.875.610
Myelography;E01.370.376.560.505;E01.370.350.578.937.505
Myelography;;E01.370.376.537.750.505
Myelography;;E05.629.937.505
Nadolol;;D02.033.100.624.698.601
Nadolol;;D02.033.755.624.698.601
Nasal Sprays;;D26.255.165.055.291
Natamycin;D04.345.349.550;
Natamycin;D09.408.477.550;
